"DATA","SUSCETIVEIS_CENARIO_3","CUM_RECUPERADOS_CENARIO_3","EXPOSTOS_CENARIO_3","INFECTANTES_CENARIO_3","CUM_OBITOS_CENARIO_3","LEITOS_UTI_CENARIO_3","SUSCETIVEIS_CENARIO_1","CUM_RECUPERADOS_CENARIO_1","EXPOSTOS_CENARIO_1","INFECTANTES_CENARIO_1","CUM_OBITOS_CENARIO_1","LEITOS_UTI_CENARIO_1","SUSCETIVEIS_CENARIO_2","CUM_RECUPERADOS_CENARIO_2","EXPOSTOS_CENARIO_2","INFECTANTES_CENARIO_2","CUM_OBITOS_CENARIO_2","LEITOS_UTI_CENARIO_2"
2020-09-27,6896812.83854639,225584.109932594,5481.72086042888,32339.5510740872,4312.0959017437,1225.68368475762,6910404.99834691,217720.11165381,4518.93187635665,27823.6328349847,4190.07923474842,1098.24605319263,6903838.10194752,221541.007952096,4977.04621707483,29990.4383456765,4249.58351466301,1159.82202297039
2020-09-28,6894073.61983131,228251.954957416,5480.40222935926,32342.751856514,4380.62485840862,1226.64626699662,6908166.52713373,220012.66413949,4502.13491810349,27727.9762938659,4251.37718472758,1095.3203300882,6901361.90006761,224013.564441049,4967.18573546653,29940.2522806304,4314.37395360936,1158.72352164025
2020-09-29,6891335.25749177,230920.050316904,5478.92595713049,32345.0223611871,4449.20562550595,1227.53824750543,6905936.49836901,222297.333759501,4485.30282608269,27632.0214133801,4312.50989931687,1092.33373270771,6898890.75935586,226481.976421325,4957.2205448685,29889.3862774045,4379.10106252564,1157.55633801375
2020-09-30,6888597.8300875,233588.318255158,5477.29225302545,32346.3625590678,4517.83433884107,1228.36250640897,6903714.92805908,224574.094792777,4468.43684854402,27535.7758653367,4373.47409190423,1089.2903423607,6896424.73093259,228946.186784375,4947.15163285617,29837.8455569808,4443.76110250834,1156.32399068617
2020-10-01,6885861.41605105,236256.681100965,5475.50134435421,32346.7725281944,4586.50728846988,1229.1216869636,6901501.83159402,226842.922258908,4451.53822739561,27439.2472958351,4434.2666951427,1086.19392869467,6893963.86541614,231406.138949778,4936.97999353125,29785.6353916879,4508.3505235656,1155.02972529393
2020-10-02,6883126.09367887,238925.061269719,5473.55347639104,32346.2524536195,4655.22090602254,1229.81821538136,6899297.2237511,229103.791907048,4434.60819806887,27342.4433242783,4494.88484425655,1083.04797525307,6891508.21291988,233861.776861539,4926.70662732707,29732.7611041162,4572.86595000298,1153.67653713084
2020-10-03,6880391.94112237,241593.381265894,5471.4489123072,32344.8026273216,4723.97175308875,1230.45431902286,6897101.11869807,231356.680205498,4417.64798938648,27245.3715424017,4555.32586171604,1079.85570292746,6889057.82304929,236313.044984947,4916.33254081364,29679.2280660263,4637.30416702043,1152.26719190024
2020-10-04,6877659.03637911,244261.563686035,5469.1879330993,32342.4234480903,4792.75651057755,1231.03204309322,6894913.52999674,233601.564331866,4400.65882343323,27148.0395133191,4615.5872431682,1076.62009147735,6886612.74489913,238759.888303941,4905.85874650281,29625.0416972536,4701.66210842049,1150.80424475647
2020-10-05,6874927.45728395,246929.531222213,5466.77083751353,32339.1154213858,4861.57196897114,1231.553265964,6892734.47060641,235838.422163777,4383.64191542988,27050.4547705839,4675.66664451998,1073.34389927646,6884173.02705069,241202.252318934,4895.28626265323,29570.2074646077,4765.93684533626,1149.29005777633
2020-10-06,6872197.28150031,249597.206665919,5464.1979419656,32334.8791591718,4930.41501939936,1232.01971323409,6890563.95288754,238067.232270075,4366.59847360997,26952.6248172677,4735.56187007894,1070.02968143171,6881738.71756922,243640.083045047,4884.61611307545,29514.7308807684,4830.12557589498,1147.72681598964
2020-10-07,6869468.58651139,252264.512912329,5461.46958045651,32329.7153797232,4999.2826454672,1232.43297063331,6888401.98860531,240287.973902464,4349.5296990995,26854.5571250547,4795.27086166414,1066.67980640855,6879309.86400134,246073.327010716,4873.84932693705,29458.6175031768,4894.22561574004,1146.11654208755
2020-10-08,6866741.44961153,254931.372964944,5458.58610448409,32323.624907408,5068.17191577333,1232.7944958637,6886248.5889334,242500.626987561,4332.43678579961,26756.2591333528,4854.79168860748,1063.29647128575,6876886.51337263,248501.931256625,4862.98693856788,29401.872932924,4958.23438934057,1144.46110991724
2020-10-09,6864015.94789755,257597.70994053,5455.54788295055,32316.6086724427,5137.07997706286,1233.10562946593,6884103.76445767,244705.172119311,4315.3209202721,26657.7382484214,4914.12253857187,1059.8817157524,6874468.71218527,250925.843334944,4852.02998726553,29344.5028136362,5022.14942202379,1142.762256863
2020-10-10,6861292.15826019,260263.44707437,5452.35530206581,32308.6677106235,5206.00404796193,1233.36760479097,6881967.52518006,246901.590551732,4298.18328162797,26559.0018425156,4973.26170911895,1056.43743495067,6872056.50641584,253345.011308829,4840.97951710103,29286.5128303569,5085.9683326702,1141.02159520508
2020-10-11,6858570.15737557,262928.507725759,5449.00876524688,32299.8031630305,5274.94141324646,1233.5815571504,6879839.88052235,249089.864191967,4281.02504141873,26460.0572530473,5032.20759996463,1052.9653912593,6869649.94151314,255759.38375215,4829.8365767248,29227.9087084271,5149.68882701712,1139.24062254061
2020-10-12,6855850.02169671,265592.815383752,5445.50869301322,32290.0162757082,5343.88941860086,1233.74853221308,6877720.83933014,251269.975593598,4263.84736353074,26360.9117817629,5090.95870586552,1049.46722510506,6867249.06239616,258168.909749437,4818.602219173,29168.6962123634,5213.3086915202,1137.42073134365
2020-10-13,6853131.82744514,268256.293673121,5441.85552287811,32279.3083993196,5412.84546582636,1233.86949370984,6875610.40987681,253441.90795021,4246.65140408238,26261.572693938,5149.51361008446,1045.94446488222,6864853.91345213,260573.538896004,4807.27750167432,29108.881144734,5276.82578772686,1135.5632177352
2020-10-14,6850415.65060252,270918.8663605,5438.04970923619,32267.680988776,5481.80700846209,1233.9453305033,6873508.59986748,255605.645089172,4229.4383113241,26162.0472175883,5207.87097838707,1042.39853605337,6862464.53853463,262973.221298234,4795.86348545712,29048.469345034,5340.23804711923,1133.6692895281
